transaction_id,customer_id,date,amount,service_type
T0013327,C02358,10/6/2024,26.29,Bills
T0013328,C00305,10/13/2024,32.1,Airtime
T0013329,C01213,3/16/2025,34.61,Savings
T0013330,C01267,11/9/2024,139.04,Airtime
T0013331,C01073,8/16/2024,63.13,Lending
T0013332,C02894,11/21/2024,50.16,Bills
T0013333,C00980,11/28/2024,64.96,Savings
T0013334,C02614,4/30/2024,212.68,Bills
T0013335,C01991,10/27/2024,43.55,Transfers
T0013336,C00841,5/6/2025,25.95,Transfers
T0013337,C01786,2/5/2024,73.22,Bills
T0013338,C02292,7/15/2024,53.08,Bills
T0013339,C00269,10/7/2024,26.66,Transfers
T0013340,C01418,5/7/2024,51.75,Airtime
T0013341,C01011,10/16/2024,81.05,Transfers
T0013342,C02915,4/1/2024,98.29,Transfers
T0013343,C00127,3/1/2024,53.63,Transfers
T0013344,C00050,5/19/2024,37.33,Airtime
T0013345,C02885,1/15/2024,43.77,Transfers
T0013346,C01878,6/13/2025,49.73,Bills
T0013347,C01220,4/1/2024,21.88,Transfers
T0013348,C00730,1/27/2025,26.49,Bills
T0013349,C01985,5/27/2024,205.33,Transfers
T0013350,C02492,4/13/2025,19.58,Transfers
T0013351,C01030,3/19/2025,65.09,Bills
T0013352,C02452,2/19/2024,50.44,Transfers
T0013353,C02028,5/28/2024,152.91,Bills
T0013354,C02129,4/24/2025,24.76,Transfers
T0013355,C00420,9/19/2024,73.87,Transfers
T0013356,C00268,4/14/2024,41.33,Savings
T0013357,C02386,2/15/2025,50.62,Lending
T0013358,C00744,12/21/2024,52.3,Lending
T0013359,C01753,10/26/2024,27.54,Savings
T0013360,C01781,9/26/2024,72.4,Transfers
T0013361,C01447,5/31/2024,31.72,Savings
T0013362,C00688,3/22/2025,50.55,Transfers
T0013363,C01522,4/21/2024,70.07,Transfers
T0013364,C02874,3/17/2025,78.44,Airtime
T0013365,C02821,5/16/2024,55.62,Transfers
T0013366,C01344,8/25/2024,95.09,Bills
T0013367,C02240,8/23/2024,68.3,Airtime
T0013368,C01470,5/16/2024,34.55,Transfers
T0013369,C02766,5/29/2025,65.9,Savings
T0013370,C01528,3/31/2024,53.17,Bills
T0013371,C00136,3/12/2025,57.84,Airtime
T0013372,C00869,12/27/2024,69.14,Bills
T0013373,C01666,3/5/2025,37.5,Airtime
T0013374,C00534,6/27/2025,33.13,Bills
T0013375,C00744,7/11/2024,92.55,Transfers
T0013376,C02969,3/27/2025,94.66,Transfers
T0013377,C01430,2/11/2024,44.85,Transfers
T0013378,C00859,12/28/2024,88.24,Transfers
T0013379,C01301,5/14/2024,41.49,Bills
T0013380,C00865,3/11/2024,11.07,Lending
T0013381,C01186,1/14/2025,9.23,Airtime
T0013382,C01659,3/8/2024,48.04,Transfers
T0013383,C00316,4/17/2025,68.32,Transfers
T0013384,C00525,7/22/2024,15.13,Transfers
T0013385,C02546,11/21/2024,19.77,Transfers
T0013386,C00718,3/15/2025,66.54,Airtime
T0013387,C01843,10/5/2024,65.33,Savings
T0013388,C01653,4/14/2025,55.74,Bills
T0013389,C01615,7/24/2024,66.51,Lending
T0013390,C00553,8/1/2024,65.39,Bills
T0013391,C02571,12/22/2024,121.49,Airtime
T0013392,C02979,3/29/2025,44.5,Savings
T0013393,C02771,2/2/2024,44.02,Airtime
T0013394,C02361,1/14/2024,101.09,Savings
T0013395,C02941,9/23/2024,18.71,Transfers
T0013396,C00851,3/3/2025,53.98,Transfers
T0013397,C00272,11/23/2024,28.26,Bills
T0013398,C01560,12/19/2024,9.01,Savings
T0013399,C00483,5/2/2025,39.24,Airtime
T0013400,C01081,2/9/2024,37.23,Transfers
T0013401,C01779,5/26/2024,68.89,Savings
T0013402,C02161,2/10/2024,219.71,Airtime
T0013403,C02213,5/1/2024,12.29,Airtime
T0013404,C02326,5/21/2025,59.16,Lending
T0013405,C02953,9/10/2024,44.04,Savings
T0013406,C02357,11/12/2024,80.25,Lending
T0013407,C00038,12/28/2024,64.6,Bills
T0013408,C02045,3/18/2025,82.73,Savings
T0013409,C01344,11/28/2024,44.41,Airtime
T0013410,C00246,5/6/2024,118.98,Lending
T0013411,C02970,5/7/2025,77.57,Lending
T0013412,C02559,2/28/2024,44,Transfers
T0013413,C01250,5/4/2024,24.42,Bills
T0013414,C02600,6/13/2025,73.62,Airtime
T0013415,C00041,4/21/2024,24,Transfers
T0013416,C01370,6/1/2025,36.66,Transfers
T0013417,C02074,11/29/2024,143.05,Transfers
T0013418,C01961,5/20/2024,26.89,Transfers
T0013419,C00843,1/10/2025,38.81,Lending
T0013420,C00136,3/18/2024,58.8,Savings
T0013421,C01716,3/26/2025,95.58,Airtime
T0013422,C00567,11/4/2024,16.35,Airtime
T0013423,C01446,4/30/2024,55.74,Airtime
T0013424,C00967,12/7/2024,64.66,Lending
T0013425,C02595,3/2/2024,204.38,Transfers
T0013426,C00796,6/24/2025,99.1,Bills
T0013427,C02396,4/12/2024,74.33,Airtime
T0013428,C01751,3/22/2025,31.02,Lending
T0013429,C01370,9/18/2024,39.66,Transfers
T0013430,C01556,2/6/2024,121.51,Savings
T0013431,C01389,4/14/2024,49.51,Bills
T0013432,C00108,4/6/2025,37.67,Transfers
T0013433,C00530,2/3/2025,57.92,Savings
T0013434,C01830,1/18/2024,87.85,Lending
T0013435,C00319,4/17/2025,20.96,Bills
T0013436,C01642,1/28/2025,27.56,Airtime
T0013437,C00002,11/10/2024,104.76,Airtime
T0013438,C00157,7/30/2024,68.87,Lending
T0013439,C02697,6/6/2024,99.3,Bills
T0013440,C01021,2/25/2024,45.35,Transfers
T0013441,C02403,4/13/2024,41.44,Airtime
T0013442,C00930,6/15/2024,59.42,Transfers
T0013443,C00339,8/19/2024,28.39,Airtime
T0013444,C01868,8/17/2024,79.4,Bills
T0013445,C01328,11/22/2024,39.46,Savings
T0013446,C02717,9/14/2024,88.08,Lending
T0013447,C00445,5/24/2025,32.48,Transfers
T0013448,C00268,8/21/2024,76.01,Transfers
T0013449,C00856,4/2/2025,46.55,Transfers
T0013450,C01969,9/2/2024,41.88,Transfers
T0013451,C00727,2/14/2025,38.38,Transfers
T0013452,C01413,4/22/2024,60.8,Bills
T0013453,C02895,6/27/2025,31.43,Savings
T0013454,C00318,1/16/2024,151.6,Transfers
T0013455,C01113,2/29/2024,50.11,Savings
T0013456,C02299,9/27/2024,281.85,Bills
T0013457,C00981,12/17/2024,50.51,Airtime
T0013458,C00482,1/30/2024,61.68,Transfers
T0013459,C00528,6/15/2024,88.97,Bills
T0013460,C01843,3/12/2025,46.77,Transfers
T0013461,C02068,11/7/2024,129.3,Airtime
T0013462,C02540,10/2/2024,39,Airtime
T0013463,C02938,5/2/2024,64.15,Savings
T0013464,C01810,5/24/2025,67.35,Transfers
T0013465,C02629,9/20/2024,28.31,Transfers
T0013466,C00109,4/30/2024,46.85,Bills
T0013467,C00705,1/27/2025,41.23,Transfers
T0013468,C00766,10/6/2024,29.97,Lending
T0013469,C01773,3/12/2025,99.27,Bills
T0013470,C00277,10/6/2024,105.2,Savings
T0013471,C02528,5/23/2025,55.87,Bills
T0013472,C02507,3/1/2025,46.58,Savings
T0013473,C02524,11/3/2024,27.71,Transfers
T0013474,C01388,4/17/2025,166.75,Bills
T0013475,C02207,12/9/2024,80.38,Bills
T0013476,C02318,3/22/2024,70.2,Savings
T0013477,C02023,1/2/2024,63.42,Transfers
T0013478,C02800,1/29/2025,51.98,Airtime
T0013479,C02637,3/30/2025,32.38,Transfers
T0013480,C00449,3/1/2024,105.57,Airtime
T0013481,C00214,11/9/2024,23.2,Bills
T0013482,C02061,8/10/2024,71.86,Bills
T0013483,C02457,10/26/2024,55.82,Bills
T0013484,C00709,3/26/2024,137.27,Airtime
T0013485,C02194,4/6/2025,77.58,Lending
T0013486,C01126,4/2/2025,56.41,Savings
T0013487,C01590,6/14/2025,41.77,Transfers
T0013488,C01948,7/30/2024,172.19,Lending
T0013489,C01802,4/7/2025,35.95,Savings
T0013490,C01592,2/14/2024,37.24,Bills
T0013491,C01171,5/4/2025,38.26,Airtime
T0013492,C01998,6/29/2024,31.98,Bills
T0013493,C02649,7/27/2024,30.5,Bills
T0013494,C00280,6/23/2025,64.09,Bills
T0013495,C00541,9/28/2024,111.3,Savings
T0013496,C00335,6/25/2025,18.16,Bills
T0013497,C01102,10/21/2024,55.09,Bills
T0013498,C02349,3/21/2024,50.97,Transfers
T0013499,C02436,5/24/2024,42.44,Savings
T0013500,C01933,1/21/2024,45.08,Transfers
T0013501,C00787,4/23/2024,25.66,Airtime
T0013502,C01500,8/6/2024,74.08,Bills
T0013503,C00557,2/22/2024,95.97,Bills
T0013504,C00250,7/20/2024,35.09,Savings
T0013505,C00286,5/16/2024,141.18,Transfers
T0013506,C02361,1/17/2025,52.59,Savings
T0013507,C02104,2/24/2025,18.09,Transfers
T0013508,C01418,5/9/2025,153.57,Airtime
T0013509,C01765,3/9/2025,44.61,Lending
T0013510,C00039,12/7/2024,18.72,Transfers
T0013511,C02538,1/6/2025,51.5,Savings
T0013512,C00037,3/5/2025,38.64,Transfers
T0013513,C00304,3/8/2024,42.57,Airtime
T0013514,C00250,9/3/2024,149.65,Savings
T0013515,C00589,4/13/2025,48.56,Transfers
T0013516,C00631,10/1/2024,115.96,Transfers
T0013517,C01490,4/21/2025,67.26,Transfers
T0013518,C00752,3/27/2024,29.02,Bills
T0013519,C01303,1/26/2024,73.83,Transfers
T0013520,C00800,6/27/2025,40.74,Bills
T0013521,C02744,4/1/2024,46.63,Airtime
T0013522,C02860,6/18/2025,68.76,Airtime
T0013523,C02752,1/17/2025,32.54,Bills
T0013524,C02845,4/29/2025,51.4,Transfers
T0013525,C02825,5/20/2025,93.23,Savings
T0013526,C02460,1/20/2024,147.13,Airtime
T0013527,C02994,7/12/2024,55.25,Bills
T0013528,C01964,9/5/2024,25.86,Lending
T0013529,C02562,4/16/2024,30.08,Airtime
T0013530,C00744,2/5/2024,34.02,Bills
T0013531,C02230,12/7/2024,91.72,Bills
T0013532,C00231,5/2/2024,53.84,Lending
T0013533,C02388,2/24/2025,47.59,Bills
T0013534,C00079,3/23/2025,51.08,Bills
T0013535,C02332,5/16/2025,51.93,Transfers
T0013536,C01551,11/1/2024,81.93,Lending
T0013537,C00711,1/22/2024,122.19,Savings
T0013538,C02332,11/24/2024,52.37,Bills
T0013539,C00821,11/7/2024,42.24,Savings
T0013540,C00413,8/1/2024,90.88,Bills
T0013541,C01994,2/5/2024,62.58,Bills
T0013542,C00622,10/14/2024,198.26,Transfers
T0013543,C00887,7/6/2024,51,Airtime
T0013544,C01294,8/8/2024,148.35,Airtime
T0013545,C01804,11/3/2024,83.38,Airtime
T0013546,C00706,2/16/2024,49.47,Lending
T0013547,C00059,7/21/2024,48.45,Savings
T0013548,C02457,2/13/2024,61.59,Transfers
T0013549,C00712,4/13/2025,90.73,Transfers
T0013550,C02434,1/26/2025,61.46,Airtime
T0013551,C02655,9/6/2024,67.8,Savings
T0013552,C01524,8/9/2024,62.73,Transfers
T0013553,C00977,2/12/2025,58.72,Savings
T0013554,C01958,3/16/2025,81.31,Airtime
T0013555,C00402,12/30/2024,24.92,Transfers
T0013556,C00607,7/15/2024,32.74,Savings
T0013557,C01927,1/5/2025,73.05,Transfers
T0013558,C02758,1/24/2024,47.83,Transfers
T0013559,C01764,5/2/2024,65.35,Bills
T0013560,C01315,12/5/2024,9.96,Bills
T0013561,C02287,6/15/2025,33.26,Transfers
T0013562,C01062,4/12/2025,66.09,Savings
T0013563,C02460,5/7/2025,32.63,Bills
T0013564,C02903,9/9/2024,56.4,Bills
T0013565,C00693,3/19/2025,85.35,Savings
T0013566,C00505,4/10/2025,57.04,Bills
T0013567,C02377,12/10/2024,38.05,Bills
T0013568,C00467,5/3/2024,168.92,Savings
T0013569,C00451,1/19/2024,112.76,Transfers
T0013570,C01893,2/7/2025,33.08,Savings
T0013571,C01592,8/24/2024,126.97,Airtime
T0013572,C00221,10/8/2024,10.77,Lending
T0013573,C01909,6/28/2025,12.81,Savings
T0013574,C01732,6/15/2024,114.25,Transfers
T0013575,C00406,5/12/2025,50.32,Bills
T0013576,C02488,2/20/2024,202.13,Bills
T0013577,C00222,5/8/2025,58.85,Transfers
T0013578,C00876,2/14/2024,58.57,Savings
T0013579,C00118,3/17/2024,32.16,Transfers
T0013580,C01337,6/8/2025,24.79,Transfers
T0013581,C01255,1/27/2025,115.25,Bills
T0013582,C01230,11/24/2024,83.89,Bills
T0013583,C00447,4/9/2024,18.35,Bills
T0013584,C02204,7/26/2024,52.68,Transfers
T0013585,C01898,7/13/2024,49.8,Airtime
T0013586,C01017,6/15/2024,93.67,Transfers
T0013587,C02833,3/31/2025,49.76,Bills
T0013588,C01390,5/9/2024,72.01,Bills
T0013589,C02534,3/28/2025,68.67,Savings
T0013590,C00305,11/19/2024,32.82,Transfers
T0013591,C02633,10/16/2024,96.96,Airtime
T0013592,C02904,6/25/2025,50.48,Bills
T0013593,C01040,9/22/2024,64.03,Savings
T0013594,C00054,9/13/2024,86.46,Transfers
T0013595,C01828,12/28/2024,72.17,Airtime
T0013596,C00044,1/9/2025,159.54,Transfers
T0013597,C01200,3/5/2025,17.84,Bills
T0013598,C02228,2/12/2024,52.16,Airtime
T0013599,C00172,8/28/2024,45.16,Transfers
T0013600,C01408,2/25/2024,56.65,Savings
T0013601,C00592,6/8/2024,121.85,Bills
T0013602,C00205,9/25/2024,176.41,Lending
T0013603,C01208,9/10/2024,49.22,Lending
T0013604,C00572,6/27/2024,83.14,Airtime
T0013605,C02253,4/10/2024,13.18,Bills
T0013606,C02772,12/31/2024,128.72,Transfers
T0013607,C00723,1/11/2025,32.16,Bills
T0013608,C00102,10/17/2024,116.38,Bills
T0013609,C00351,11/13/2024,48.28,Bills
T0013610,C01477,3/14/2024,140.49,Bills
T0013611,C00469,2/24/2024,80.73,Bills
T0013612,C00688,8/4/2024,60.22,Transfers
T0013613,C00653,7/8/2024,128.72,Transfers
T0013614,C00683,9/8/2024,48.18,Transfers
T0013615,C00739,2/14/2025,42.61,Transfers
T0013616,C01208,6/27/2024,79.4,Transfers
T0013617,C00282,8/9/2024,28.35,Savings
T0013618,C02568,2/8/2025,58.36,Transfers
T0013619,C00570,9/16/2024,102.63,Transfers
T0013620,C00860,6/8/2025,26.06,Bills
T0013621,C00612,9/1/2024,77.24,Airtime
T0013622,C02472,11/3/2024,50.15,Transfers
T0013623,C01803,1/9/2024,43.34,Transfers
T0013624,C02329,5/10/2025,71.73,Bills
T0013625,C00067,4/20/2025,45.54,Bills
T0013626,C00297,2/21/2024,44.13,Transfers
T0013627,C02414,9/4/2024,20.68,Transfers
T0013628,C02713,1/10/2025,14.38,Lending
T0013629,C01459,3/21/2024,40.45,Airtime
T0013630,C02423,10/26/2024,48.3,Transfers
T0013631,C00443,6/1/2024,64.6,Transfers
T0013632,C00220,1/17/2024,133.69,Savings
T0013633,C02886,2/22/2024,53.79,Bills
T0013634,C02798,6/25/2024,98.03,Bills
T0013635,C00567,10/23/2024,80.05,Bills
T0013636,C00459,8/12/2024,26.06,Bills
T0013637,C00517,7/5/2024,37.04,Bills
T0013638,C00923,3/9/2024,101.56,Savings
T0013639,C01199,11/28/2024,70.56,Transfers
T0013640,C00060,3/27/2025,31.93,Transfers
T0013641,C01371,6/30/2024,70.13,Bills
T0013642,C01681,8/23/2024,32.92,Transfers
T0013643,C02854,9/1/2024,84.78,Bills
T0013644,C01319,8/25/2024,64.93,Bills
T0013645,C01187,12/2/2024,38.46,Bills
T0013646,C00022,7/20/2024,30.74,Transfers
T0013647,C00994,5/20/2025,60.27,Lending
T0013648,C01101,7/29/2024,34.95,Bills
T0013649,C01172,6/21/2024,74.28,Transfers
T0013650,C02571,1/21/2024,40.01,Bills
T0013651,C02690,1/15/2024,112.43,Lending
T0013652,C00852,3/4/2025,57.11,Savings
T0013653,C00319,4/27/2024,55.15,Bills
T0013654,C01990,4/16/2024,42.89,Transfers
T0013655,C00230,9/23/2024,54.21,Bills
T0013656,C01871,5/30/2024,182.02,Savings
T0013657,C01318,4/21/2024,67.63,Transfers
T0013658,C00757,6/10/2024,43.65,Bills
T0013659,C01382,1/30/2025,46.37,Lending
T0013660,C01505,2/1/2025,27.4,Lending
T0013661,C00491,8/16/2024,102.02,Transfers
T0013662,C01800,8/2/2024,124.9,Airtime
T0013663,C00751,1/2/2025,31.13,Transfers
T0013664,C01546,5/29/2024,40.29,Bills
T0013665,C02052,5/28/2025,28.46,Transfers
T0013666,C00088,3/21/2025,28.57,Transfers
T0013667,C01065,3/5/2025,173,Bills
T0013668,C02304,6/27/2025,149.43,Transfers
T0013669,C00742,1/23/2025,113.76,Transfers
T0013670,C02949,7/5/2024,234.85,Airtime
T0013671,C00446,6/15/2025,33.06,Airtime
T0013672,C02356,12/4/2024,51.15,Transfers
T0013673,C00005,2/11/2025,86.31,Airtime
T0013674,C02256,5/23/2025,19.57,Transfers
T0013675,C00211,12/13/2024,95.49,Lending
T0013676,C00263,1/15/2025,57,Transfers
T0013677,C00359,5/4/2025,69.77,Bills
T0013678,C02283,1/26/2024,52.51,Lending
T0013679,C01266,10/31/2024,73.56,Transfers
T0013680,C00874,3/11/2024,22.89,Transfers
T0013681,C02043,6/4/2025,15.76,Savings
T0013682,C01827,12/22/2024,17.57,Lending
T0013683,C01074,3/23/2024,107.44,Lending
T0013684,C00266,12/27/2024,60.26,Transfers
T0013685,C02492,12/3/2024,116.52,Savings
T0013686,C01511,1/3/2024,58.42,Lending
T0013687,C02138,1/17/2024,82.96,Transfers
T0013688,C01446,2/16/2024,38.14,Savings
T0013689,C02633,1/4/2025,47.79,Savings
T0013690,C01825,1/2/2024,128.77,Bills
T0013691,C02158,6/4/2025,58.54,Airtime
T0013692,C01558,8/19/2024,35.63,Bills
T0013693,C01395,2/28/2024,20.34,Lending
T0013694,C01137,5/31/2024,32.4,Airtime
T0013695,C00503,1/5/2024,181.55,Savings
T0013696,C00980,3/31/2024,57.59,Transfers
T0013697,C01459,3/17/2024,49.84,Airtime
T0013698,C02775,4/9/2025,85.71,Transfers
T0013699,C00314,2/19/2024,83.78,Airtime
T0013700,C02864,10/24/2024,100.8,Airtime
T0013701,C00311,6/10/2025,48.17,Airtime
T0013702,C00166,2/21/2025,15.98,Lending
T0013703,C01692,7/3/2024,57.33,Bills
T0013704,C01647,2/20/2025,59.54,Savings
T0013705,C00811,7/13/2024,59.73,Bills
T0013706,C00517,5/5/2025,122.39,Transfers
T0013707,C01510,7/14/2024,106.16,Transfers
T0013708,C01246,3/23/2024,73.43,Airtime
T0013709,C00674,5/19/2025,56.1,Bills
T0013710,C00843,12/17/2024,136.56,Savings
T0013711,C00037,5/16/2025,76.92,Transfers
T0013712,C02526,12/20/2024,112.27,Savings
T0013713,C00582,12/29/2024,30.16,Bills
T0013714,C01384,3/10/2024,39.75,Bills
T0013715,C01823,5/21/2025,138.23,Bills
T0013716,C02551,3/18/2024,31.63,Transfers
T0013717,C00898,1/8/2025,65.11,Bills
T0013718,C01593,3/1/2025,75.88,Savings
T0013719,C00109,1/8/2025,45.92,Bills
T0013720,C02096,2/22/2025,71.76,Lending
T0013721,C02211,1/18/2025,116.62,Airtime
T0013722,C01255,2/15/2025,28.27,Lending
T0013723,C02477,12/5/2024,91.54,Bills
T0013724,C02602,2/24/2024,53.62,Transfers
T0013725,C00220,5/13/2024,52.4,Transfers
T0013726,C02933,12/22/2024,50.71,Transfers
T0013727,C02539,8/17/2024,31.56,Transfers
T0013728,C01344,4/1/2024,57.42,Transfers
T0013729,C00400,10/9/2024,62.63,Bills
T0013730,C01244,6/15/2024,58.3,Bills
T0013731,C02855,12/25/2024,45.08,Savings
T0013732,C02610,5/17/2024,52.59,Transfers
T0013733,C00689,3/1/2025,85.46,Savings
T0013734,C02807,1/10/2025,57.52,Bills
T0013735,C00415,8/7/2024,99.71,Savings
T0013736,C01043,6/10/2024,78.73,Transfers
T0013737,C00439,1/10/2024,56.27,Bills
T0013738,C02334,6/13/2024,37.6,Lending
T0013739,C01918,4/17/2025,93.5,Lending
T0013740,C01581,12/8/2024,104.47,Transfers
T0013741,C02725,5/16/2024,48.45,Airtime
T0013742,C01795,8/23/2024,25.03,Transfers
T0013743,C00570,4/9/2025,122.1,Bills
T0013744,C01938,5/3/2025,131.35,Transfers
T0013745,C01395,5/16/2025,67.02,Airtime
T0013746,C00597,7/5/2024,119.03,Savings
T0013747,C02595,6/15/2024,67.65,Bills
T0013748,C01116,3/9/2024,152.91,Transfers
T0013749,C00453,10/15/2024,45,Transfers
T0013750,C02069,6/16/2024,102.06,Lending
T0013751,C02629,5/8/2024,85.45,Transfers
T0013752,C00495,12/26/2024,22.04,Bills
T0013753,C02356,5/1/2025,24.58,Bills
T0013754,C01038,2/2/2025,30.11,Airtime
T0013755,C00098,3/28/2024,24.23,Airtime
T0013756,C01688,1/24/2025,35.7,Airtime
T0013757,C00261,5/10/2025,30.9,Lending
T0013758,C01587,5/30/2025,47.28,Airtime
T0013759,C01160,2/28/2025,17.28,Airtime
T0013760,C00652,2/4/2025,61.93,Bills
T0013761,C00968,9/4/2024,50,Transfers
T0013762,C02828,7/29/2024,114.27,Transfers
T0013763,C01912,5/21/2024,209.27,Lending
T0013764,C02440,1/3/2025,64.48,Savings
T0013765,C01043,6/2/2025,48.87,Transfers
T0013766,C00151,2/18/2024,87.18,Transfers
T0013767,C02836,4/15/2025,54.95,Bills
T0013768,C02483,6/1/2025,52.22,Savings
T0013769,C01449,1/27/2024,113.79,Transfers
T0013770,C00362,9/20/2024,28.62,Transfers
T0013771,C01417,7/15/2024,79.83,Transfers
T0013772,C01868,5/24/2025,95.84,Lending
T0013773,C02913,8/28/2024,103.81,Airtime
T0013774,C00122,4/21/2024,180.66,Savings
T0013775,C00561,1/7/2025,55.76,Airtime
T0013776,C02648,5/10/2025,66.55,Bills
T0013777,C01935,5/1/2024,79.54,Airtime
T0013778,C00329,4/18/2025,44.21,Airtime
T0013779,C02707,1/7/2025,62.64,Savings
T0013780,C02596,2/1/2024,38.68,Lending
T0013781,C00625,12/30/2024,37.48,Lending
T0013782,C01275,3/2/2025,55.49,Transfers
T0013783,C02087,12/26/2024,82.9,Bills
T0013784,C01711,6/3/2025,59.54,Transfers
T0013785,C00150,7/28/2024,151.94,Savings
T0013786,C02828,4/28/2025,23.18,Bills
T0013787,C00176,8/16/2024,47.32,Bills
T0013788,C01105,8/27/2024,85.86,Savings
T0013789,C02025,5/13/2024,55.04,Bills
T0013790,C00591,7/20/2024,45.81,Airtime
T0013791,C00259,3/1/2025,164.99,Bills
T0013792,C00995,4/10/2024,43.24,Savings
T0013793,C02280,9/13/2024,27.57,Transfers
T0013794,C02505,6/10/2024,131.97,Bills
T0013795,C00714,8/25/2024,82.94,Bills
T0013796,C00405,10/25/2024,81.5,Savings
T0013797,C00251,9/2/2024,125.31,Lending
T0013798,C02185,5/6/2024,88.22,Transfers
T0013799,C01933,2/26/2025,44.73,Transfers
T0013800,C01645,5/29/2025,40.15,Savings
T0013801,C01256,1/18/2024,75.73,Bills
T0013802,C01720,4/5/2025,106.9,Lending
T0013803,C00290,2/11/2025,50.76,Bills
T0013804,C01297,9/1/2024,65.35,Savings
T0013805,C00940,1/22/2025,212.14,Savings
T0013806,C01866,12/23/2024,43.9,Bills
T0013807,C02595,3/15/2025,21.77,Bills
T0013808,C02168,6/28/2025,43.86,Savings
T0013809,C01881,2/4/2025,120.68,Bills
T0013810,C01901,5/28/2024,72.84,Bills
T0013811,C02886,1/6/2024,129.62,Transfers
T0013812,C00725,5/30/2024,35.83,Lending
T0013813,C00453,1/31/2025,68.11,Airtime
T0013814,C02426,5/11/2024,279.67,Savings
T0013815,C01910,5/29/2025,75.8,Bills
T0013816,C02847,6/2/2025,61.26,Airtime
T0013817,C01592,4/24/2025,150.67,Bills
T0013818,C02140,7/30/2024,31.55,Transfers
T0013819,C00901,1/7/2025,78.67,Savings
T0013820,C02140,9/26/2024,32.94,Lending
T0013821,C00104,10/5/2024,27.38,Lending
T0013822,C01026,2/23/2025,58.47,Airtime
T0013823,C00250,11/20/2024,120.9,Bills
T0013824,C01388,8/27/2024,12.73,Transfers
T0013825,C02969,9/21/2024,48.32,Transfers
T0013826,C01639,6/16/2025,24.68,Transfers
T0013827,C01956,8/14/2024,96.64,Airtime
T0013828,C00650,1/9/2025,35.07,Lending
T0013829,C00578,11/4/2024,8.34,Savings
T0013830,C00050,1/6/2024,30.29,Airtime
T0013831,C02783,6/13/2024,41.32,Savings
T0013832,C00933,5/13/2025,28.69,Lending
T0013833,C02224,6/14/2024,32.4,Airtime
T0013834,C02203,10/28/2024,23.18,Airtime
T0013835,C02685,12/18/2024,52.22,Bills
T0013836,C01256,1/16/2025,114.21,Airtime
T0013837,C02000,1/17/2025,12.12,Transfers
T0013838,C02144,10/14/2024,38.84,Savings
T0013839,C02879,4/22/2024,101.65,Transfers
T0013840,C00725,10/17/2024,47.18,Transfers
T0013841,C00216,11/29/2024,39.53,Transfers
T0013842,C02552,6/15/2025,32.96,Savings
T0013843,C00282,6/6/2025,49.93,Transfers
T0013844,C02323,9/2/2024,55.74,Transfers
T0013845,C02471,12/23/2024,39.53,Transfers
T0013846,C02647,5/31/2025,15.83,Transfers
T0013847,C01846,10/20/2024,111.17,Bills
T0013848,C02145,10/9/2024,79.48,Airtime
T0013849,C00988,2/13/2024,61.31,Lending
T0013850,C00035,3/2/2025,45.55,Bills
T0013851,C01914,4/7/2025,61.9,Lending
T0013852,C01156,1/28/2024,27.24,Transfers
T0013853,C00574,4/21/2025,66.07,Bills
T0013854,C02073,4/4/2024,61.38,Bills
T0013855,C01823,4/11/2025,115.84,Bills
T0013856,C00780,6/2/2025,12.8,Transfers
T0013857,C00184,3/10/2024,36.05,Airtime
T0013858,C02545,5/17/2025,57.79,Transfers
T0013859,C02044,4/1/2025,75.71,Airtime
T0013860,C02657,6/27/2025,67.97,Airtime
T0013861,C01295,6/19/2025,53.81,Savings
T0013862,C00167,5/29/2024,76.16,Transfers
T0013863,C02956,4/22/2025,59.57,Lending
T0013864,C01019,5/22/2024,73.78,Airtime
T0013865,C00277,6/6/2025,60.31,Airtime
T0013866,C02486,6/1/2024,53.49,Savings
T0013867,C00647,7/13/2024,31.2,Bills
T0013868,C02352,1/17/2024,38.33,Airtime
T0013869,C00066,1/20/2024,39.3,Bills
T0013870,C01978,7/14/2024,53.65,Transfers
T0013871,C02084,1/16/2024,101.39,Savings
T0013872,C01317,7/11/2024,11.41,Transfers
T0013873,C02210,10/16/2024,54.73,Savings
T0013874,C00466,1/9/2025,73.82,Transfers
T0013875,C02109,12/20/2024,115.9,Bills
T0013876,C02004,7/30/2024,27.04,Transfers
T0013877,C00253,6/23/2024,31.74,Savings
T0013878,C02139,9/12/2024,41.92,Transfers
T0013879,C02597,1/10/2024,43.82,Transfers
T0013880,C02128,12/24/2024,140.42,Bills
T0013881,C01080,5/12/2024,22.55,Savings
T0013882,C01827,1/27/2025,58.89,Savings
T0013883,C00747,2/9/2025,70.36,Transfers
T0013884,C02203,4/8/2025,31.5,Transfers
T0013885,C00429,5/21/2024,41.31,Transfers
T0013886,C00372,3/23/2025,98.06,Transfers
T0013887,C01852,7/26/2024,40.12,Airtime
T0013888,C01365,4/17/2025,56.81,Lending
T0013889,C02892,7/30/2024,161.74,Airtime
T0013890,C01117,3/22/2024,96.52,Transfers
T0013891,C02373,2/2/2024,65.48,Transfers
T0013892,C02307,12/8/2024,20.17,Bills
T0013893,C02858,5/20/2025,12.8,Bills
T0013894,C01181,2/7/2024,45.59,Airtime
T0013895,C02253,6/10/2025,95.63,Bills
T0013896,C00295,2/13/2024,57.44,Bills
T0013897,C02288,2/15/2024,104.53,Transfers
