customer_id,region,age_group,signup_date
C01428,Ontario,55+,5/7/2023
C01429,BC,35-44,1/15/2024
C01430,Quebec,25-34,1/28/2024
C01431,Ontario,55+,7/22/2024
C01432,Ontario,18-24,4/22/2025
C01433,BC,25-34,2/13/2025
C01434,Ontario,55+,5/15/2024
C01435,Alberta,45-54,11/16/2023
C01436,Ontario,25-34,5/16/2023
C01437,Ontario,35-44,12/9/2023
C01438,Quebec,25-34,8/26/2024
C01439,BC,25-34,4/2/2025
C01440,BC,35-44,1/6/2024
C01441,Ontario,25-34,8/14/2023
C01442,Quebec,35-44,11/26/2023
C01443,Alberta,25-34,1/31/2024
C01444,Quebec,25-34,5/4/2023
C01445,BC,25-34,8/16/2024
C01446,Quebec,45-54,3/8/2024
C01447,BC,35-44,10/29/2023
C01448,Ontario,45-54,7/7/2023
C01449,Alberta,55+,10/20/2024
C01450,Quebec,18-24,3/30/2025
C01451,Ontario,25-34,11/17/2024
C01452,Quebec,25-34,1/14/2024
C01453,Ontario,25-34,10/9/2023
C01454,Ontario,18-24,3/6/2024
C01455,Alberta,45-54,4/28/2024
C01456,Quebec,45-54,1/30/2025
C01457,Ontario,25-34,1/14/2024
C01458,Ontario,25-34,6/2/2024
C01459,Quebec,55+,9/12/2023
C01460,Quebec,35-44,5/19/2024
C01461,Ontario,35-44,1/5/2025
C01462,Ontario,25-34,5/21/2024
C01463,Alberta,18-24,4/18/2025
C01464,Quebec,18-24,3/21/2023
C01465,Ontario,45-54,4/29/2023
C01466,Ontario,25-34,9/18/2023
C01467,Quebec,25-34,1/1/2024
C01468,Ontario,18-24,5/3/2024
C01469,Ontario,25-34,7/28/2023
C01470,Ontario,35-44,1/25/2024
C01471,BC,35-44,1/25/2023
C01472,Ontario,18-24,4/2/2025
C01473,Ontario,25-34,10/15/2023
C01474,BC,25-34,12/5/2024
C01475,Alberta,25-34,9/6/2023
C01476,Manitoba,35-44,9/17/2024
C01477,Alberta,55+,5/25/2024
C01478,Alberta,35-44,3/1/2023
C01479,Quebec,18-24,3/30/2024
C01480,Alberta,35-44,6/21/2025
C01481,Quebec,18-24,12/20/2024
C01482,Ontario,35-44,9/16/2024
C01483,Ontario,55+,6/1/2024
C01484,Alberta,55+,8/29/2024
C01485,Ontario,45-54,5/18/2025
C01486,Quebec,25-34,11/5/2024
C01487,Ontario,35-44,9/27/2023
C01488,Quebec,18-24,12/20/2023
C01489,BC,55+,6/25/2023
C01490,Alberta,25-34,10/16/2024
C01491,Quebec,35-44,6/4/2025
C01492,Quebec,25-34,11/12/2023
C01493,Quebec,25-34,8/22/2023
C01494,Alberta,25-34,12/24/2023
C01495,Ontario,25-34,8/16/2024
C01496,Ontario,45-54,7/11/2023
C01497,Alberta,45-54,9/5/2024
C01498,Alberta,25-34,4/30/2024
C01499,BC,18-24,2/25/2024
C01500,Ontario,25-34,1/23/2024
C01501,BC,18-24,4/21/2024
C01502,BC,35-44,1/13/2023
C01503,Ontario,18-24,1/25/2025
C01504,Alberta,25-34,12/14/2024
C01505,BC,18-24,1/28/2025
C01506,Ontario,45-54,6/17/2023
C01507,Quebec,55+,1/13/2024
C01508,Manitoba,18-24,8/17/2023
C01509,Manitoba,35-44,11/30/2024
C01510,Alberta,45-54,11/26/2024
C01511,BC,25-34,1/7/2025
C01512,Ontario,25-34,3/2/2024
C01513,Quebec,25-34,4/5/2024
C01514,Manitoba,25-34,8/30/2024
C01515,BC,25-34,7/13/2024
C01516,Ontario,18-24,11/25/2023
C01517,Ontario,45-54,1/18/2024
C01518,Quebec,45-54,8/14/2023
C01519,Quebec,45-54,6/22/2023
C01520,Ontario,35-44,7/17/2024
C01521,Ontario,35-44,2/1/2023
C01522,Manitoba,35-44,5/1/2025
C01523,Ontario,45-54,7/28/2024
C01524,Quebec,18-24,7/12/2023
C01525,Quebec,35-44,2/11/2023
C01526,Ontario,45-54,3/7/2024
C01527,Quebec,35-44,12/3/2023
C01528,Alberta,45-54,12/22/2023
C01529,Ontario,25-34,5/20/2024
C01530,Alberta,25-34,1/6/2024
C01531,Ontario,35-44,2/25/2023
C01532,BC,18-24,1/11/2023
C01533,BC,25-34,10/26/2023
C01534,Quebec,55+,8/7/2024
C01535,Manitoba,45-54,5/10/2023
C01536,Alberta,18-24,9/11/2023
C01537,Alberta,18-24,10/28/2024
C01538,Quebec,25-34,9/21/2024
C01539,Ontario,55+,9/5/2023
C01540,BC,55+,3/11/2023
C01541,Manitoba,25-34,5/9/2023
C01542,BC,25-34,2/27/2024
C01543,Quebec,35-44,11/12/2023
C01544,Ontario,35-44,5/19/2025
C01545,Ontario,25-34,3/10/2024
C01546,Quebec,18-24,2/25/2025
C01547,Ontario,45-54,10/2/2024
C01548,BC,25-34,11/26/2024
C01549,Quebec,18-24,10/29/2023
C01550,BC,45-54,8/30/2024
C01551,Alberta,35-44,6/5/2025
C01552,Quebec,35-44,6/15/2025
C01553,Alberta,35-44,7/27/2024
C01554,Manitoba,25-34,1/18/2024
C01555,Quebec,45-54,6/9/2025
C01556,Ontario,25-34,3/19/2023
C01557,Quebec,25-34,1/9/2023
C01558,Alberta,35-44,7/8/2024
C01559,Manitoba,25-34,2/8/2023
C01560,Quebec,18-24,6/4/2024
C01561,Alberta,25-34,6/6/2024
C01562,Ontario,25-34,9/24/2023
C01563,Alberta,45-54,3/4/2025
C01564,Alberta,25-34,10/10/2024
C01565,Quebec,55+,4/27/2024
C01566,Alberta,35-44,5/17/2023
C01567,Ontario,45-54,10/9/2024
C01568,Quebec,45-54,3/13/2024
C01569,BC,25-34,7/16/2023
C01570,Ontario,45-54,2/21/2025
C01571,Ontario,25-34,12/23/2023
C01572,Alberta,35-44,5/7/2025
C01573,Ontario,25-34,2/22/2024
C01574,Quebec,25-34,4/24/2025
C01575,BC,25-34,12/14/2023
C01576,Ontario,55+,4/6/2024
C01577,BC,35-44,5/27/2024
C01578,Quebec,25-34,2/24/2025
C01579,Ontario,25-34,1/14/2023
C01580,Ontario,18-24,9/6/2023
C01581,Quebec,35-44,10/28/2024
C01582,Ontario,25-34,1/26/2024
C01583,Quebec,45-54,2/21/2023
C01584,Alberta,18-24,5/7/2023
C01585,BC,25-34,9/29/2023
C01586,Quebec,25-34,6/19/2023
C01587,Quebec,55+,5/5/2024
C01588,Quebec,35-44,3/10/2025
C01589,Ontario,35-44,4/16/2025
C01590,Quebec,35-44,9/15/2023
C01591,BC,35-44,11/19/2023
C01592,BC,45-54,8/5/2024
C01593,Ontario,18-24,10/3/2024
C01594,BC,18-24,4/24/2025
C01595,BC,25-34,5/14/2023
C01596,BC,25-34,10/1/2024
C01597,BC,25-34,1/16/2025
C01598,Quebec,18-24,5/19/2023
C01599,Manitoba,35-44,12/4/2023
C01600,Alberta,45-54,2/7/2024
C01601,Ontario,18-24,11/17/2024
C01602,Ontario,25-34,3/10/2023
C01603,Ontario,55+,7/19/2023
C01604,Alberta,18-24,6/27/2023
C01605,BC,25-34,1/15/2025
C01606,Ontario,25-34,6/28/2025
C01607,Alberta,18-24,9/16/2023
C01608,Quebec,35-44,6/18/2025
C01609,Quebec,45-54,3/11/2025
C01610,BC,25-34,2/28/2024
C01611,Quebec,18-24,7/2/2024
C01612,Ontario,35-44,4/8/2023
C01613,Ontario,45-54,10/9/2023
C01614,Manitoba,45-54,5/8/2023
C01615,BC,35-44,1/31/2024
C01616,Ontario,35-44,3/11/2024
C01617,Ontario,25-34,8/8/2024
C01618,Alberta,25-34,2/12/2023
C01619,Quebec,25-34,6/22/2024
C01620,Alberta,18-24,5/18/2025
C01621,Quebec,25-34,5/9/2023
C01622,Ontario,25-34,2/26/2025
C01623,Quebec,35-44,1/18/2023
C01624,Quebec,18-24,8/27/2023
C01625,Quebec,45-54,5/14/2023
C01626,Quebec,35-44,7/18/2023
C01627,Manitoba,45-54,11/22/2023
C01628,Manitoba,25-34,5/10/2025
C01629,Quebec,35-44,9/18/2023
C01630,Alberta,18-24,5/3/2024
C01631,Ontario,25-34,5/25/2025
C01632,Manitoba,35-44,4/21/2023
C01633,Quebec,35-44,1/24/2025
C01634,Quebec,25-34,11/18/2024
C01635,Quebec,18-24,7/14/2023
C01636,Ontario,25-34,12/6/2023
C01637,Ontario,35-44,4/16/2025
C01638,BC,18-24,9/20/2024
C01639,Quebec,45-54,4/27/2023
C01640,Manitoba,25-34,3/17/2024
C01641,Quebec,45-54,6/3/2024
C01642,Quebec,35-44,6/9/2025
C01643,Ontario,55+,1/31/2025
C01644,Ontario,25-34,12/5/2024
C01645,BC,35-44,2/23/2024
C01646,Quebec,25-34,5/12/2023
C01647,BC,18-24,12/9/2024
C01648,Quebec,18-24,6/4/2024
C01649,BC,25-34,8/16/2023
C01650,BC,35-44,7/12/2024
C01651,BC,45-54,8/22/2024
C01652,BC,18-24,2/11/2024
C01653,Alberta,45-54,4/2/2024
C01654,BC,25-34,3/23/2023
C01655,BC,25-34,1/8/2024
C01656,Ontario,18-24,5/2/2024
C01657,Alberta,55+,9/1/2023
C01658,BC,18-24,10/12/2024
C01659,Alberta,25-34,3/26/2023
C01660,Ontario,35-44,12/15/2024
C01661,Alberta,35-44,6/25/2024
C01662,Ontario,25-34,4/22/2024
C01663,BC,45-54,7/14/2024
C01664,Alberta,25-34,12/26/2023
C01665,Ontario,18-24,12/23/2023
C01666,Ontario,18-24,5/28/2023
C01667,BC,18-24,1/19/2023
C01668,Quebec,55+,6/22/2025
C01669,Quebec,25-34,8/23/2023
C01670,Ontario,35-44,6/13/2025
C01671,Ontario,55+,7/2/2023
C01672,Ontario,45-54,2/15/2025
C01673,Ontario,25-34,3/3/2025
C01674,Ontario,18-24,2/10/2023
C01675,Ontario,35-44,5/30/2024
C01676,Manitoba,18-24,9/8/2024
C01677,Quebec,18-24,5/31/2023
C01678,Quebec,45-54,6/2/2023
C01679,Quebec,35-44,12/18/2024
C01680,BC,55+,6/29/2025
C01681,Alberta,55+,2/8/2023
C01682,Ontario,25-34,6/16/2024
C01683,Alberta,35-44,12/16/2023
C01684,Ontario,35-44,3/31/2023
C01685,BC,18-24,9/15/2024
C01686,Alberta,35-44,6/18/2024
C01687,BC,18-24,3/26/2025
C01688,BC,45-54,4/10/2023
C01689,Quebec,45-54,4/2/2023
C01690,BC,25-34,2/26/2024
C01691,BC,35-44,5/30/2025
C01692,Quebec,35-44,6/26/2025
C01693,Alberta,18-24,12/21/2023
C01694,Ontario,18-24,12/15/2024
C01695,Quebec,45-54,9/18/2023
C01696,Ontario,25-34,7/31/2024
C01697,Quebec,35-44,3/6/2024
C01698,Alberta,35-44,12/28/2023
C01699,Alberta,35-44,7/11/2024
C01700,Quebec,18-24,12/25/2024
C01701,Ontario,45-54,11/29/2023
C01702,Alberta,25-34,8/17/2024
C01703,Ontario,55+,4/7/2023
C01704,Ontario,25-34,5/14/2023
C01705,BC,25-34,9/12/2024
C01706,Quebec,18-24,8/16/2023
C01707,Manitoba,18-24,11/16/2024
C01708,BC,45-54,2/5/2025
C01709,Quebec,18-24,10/24/2024
C01710,Ontario,45-54,6/18/2024
C01711,Quebec,35-44,12/27/2023
C01712,Ontario,35-44,5/6/2024
C01713,Alberta,45-54,1/23/2024
C01714,Ontario,35-44,9/27/2024
C01715,BC,25-34,6/16/2025
C01716,Quebec,45-54,7/6/2024
C01717,Ontario,25-34,5/26/2025
C01718,BC,18-24,10/9/2023
C01719,Quebec,35-44,1/29/2023
C01720,Alberta,18-24,2/13/2024
C01721,BC,35-44,4/29/2023
C01722,Ontario,25-34,12/10/2024
C01723,Ontario,25-34,10/3/2024
C01724,Ontario,25-34,6/30/2024
C01725,Ontario,25-34,1/12/2023
C01726,Quebec,25-34,4/19/2024
C01727,Manitoba,25-34,8/18/2024
C01728,Quebec,25-34,9/12/2023
C01729,BC,25-34,9/15/2024
C01730,Ontario,35-44,11/15/2023
C01731,BC,25-34,4/13/2023
C01732,Alberta,25-34,4/17/2023
C01733,BC,45-54,10/7/2023
C01734,BC,25-34,5/5/2023
C01735,BC,18-24,6/4/2025
C01736,Ontario,35-44,3/31/2023
C01737,Alberta,18-24,1/12/2023
C01738,Ontario,25-34,9/3/2023
C01739,Ontario,25-34,1/5/2024
C01740,Quebec,25-34,4/25/2024
C01741,BC,35-44,1/5/2025
C01742,Ontario,25-34,4/14/2023
C01743,BC,35-44,1/24/2023
C01744,BC,25-34,12/11/2023
C01745,Ontario,45-54,9/9/2023
C01746,Ontario,45-54,5/29/2025
C01747,Ontario,25-34,8/19/2024
C01748,Alberta,35-44,2/27/2025
C01749,Ontario,45-54,1/19/2025
C01750,Ontario,18-24,1/16/2024
C01751,Quebec,35-44,12/8/2023
C01752,Quebec,55+,2/10/2023
C01753,BC,25-34,11/26/2024
C01754,Quebec,35-44,10/3/2024
C01755,Ontario,45-54,9/11/2024
C01756,Alberta,35-44,10/11/2023
C01757,Ontario,55+,1/9/2025
C01758,Ontario,35-44,7/17/2024
C01759,Ontario,55+,7/12/2023
C01760,Ontario,25-34,2/14/2024
C01761,Ontario,35-44,11/23/2023
C01762,BC,25-34,11/21/2023
C01763,BC,35-44,5/7/2025
C01764,BC,18-24,2/19/2025
C01765,Ontario,18-24,7/6/2024
C01766,BC,18-24,8/7/2023
C01767,Quebec,25-34,2/5/2024
C01768,Alberta,25-34,1/29/2024
C01769,Alberta,35-44,6/8/2024
C01770,Ontario,35-44,6/8/2025
C01771,Ontario,25-34,10/24/2024
C01772,Ontario,25-34,10/5/2023
C01773,Ontario,45-54,1/7/2025
C01774,Quebec,45-54,10/10/2024
C01775,Quebec,45-54,4/2/2024
C01776,Quebec,45-54,7/21/2024
C01777,Quebec,45-54,7/4/2023
C01778,Ontario,35-44,10/1/2023
C01779,BC,25-34,6/30/2024
C01780,BC,25-34,1/27/2025
C01781,Ontario,18-24,11/6/2023
C01782,Quebec,45-54,5/31/2024
C01783,BC,25-34,6/18/2023
C01784,Quebec,45-54,7/7/2023
C01785,Quebec,25-34,9/23/2023
C01786,Manitoba,25-34,5/22/2023
C01787,BC,18-24,4/28/2025
C01788,Ontario,25-34,3/15/2025
C01789,Quebec,25-34,2/20/2023
C01790,BC,35-44,8/2/2023
C01791,Ontario,35-44,6/16/2025
C01792,Ontario,25-34,5/2/2025
C01793,Ontario,45-54,10/30/2023
C01794,BC,25-34,12/7/2023
C01795,Quebec,35-44,2/8/2024
C01796,Quebec,35-44,1/20/2023
C01797,Ontario,45-54,4/18/2024
C01798,Ontario,35-44,2/11/2023
C01799,BC,25-34,8/5/2023
C01800,Alberta,35-44,5/5/2023
C01801,Ontario,45-54,5/17/2023
C01802,BC,45-54,11/11/2024
C01803,Quebec,18-24,4/7/2024
C01804,Ontario,18-24,11/17/2024
C01805,Ontario,35-44,12/17/2024
C01806,Ontario,55+,8/13/2023
C01807,Quebec,35-44,11/22/2024
C01808,BC,25-34,12/6/2024
C01809,Quebec,35-44,1/10/2023
C01810,Alberta,25-34,3/31/2023
C01811,Ontario,25-34,2/27/2024
C01812,Ontario,25-34,9/25/2023
C01813,Quebec,25-34,2/17/2024
C01814,Ontario,35-44,5/29/2025
C01815,Ontario,45-54,4/16/2024
C01816,Ontario,18-24,7/4/2023
C01817,Ontario,25-34,12/27/2023
C01818,BC,35-44,3/9/2025
C01819,Quebec,55+,1/20/2023
C01820,Quebec,45-54,6/25/2025
C01821,Ontario,25-34,8/14/2024
C01822,Ontario,35-44,10/19/2023
C01823,BC,35-44,5/30/2023
C01824,BC,35-44,7/11/2024
C01825,Alberta,45-54,3/20/2024
C01826,Ontario,35-44,8/6/2024
C01827,Ontario,25-34,10/21/2024
C01828,Ontario,35-44,5/26/2024
C01829,Quebec,25-34,10/22/2023
C01830,Alberta,18-24,10/22/2024
C01831,Manitoba,35-44,7/21/2024
C01832,Quebec,25-34,8/24/2023
C01833,Ontario,35-44,2/27/2024
C01834,Alberta,45-54,5/4/2024
C01835,Alberta,18-24,10/31/2024
C01836,Ontario,18-24,9/24/2023
C01837,Ontario,18-24,8/22/2024
C01838,Alberta,55+,1/29/2025
C01839,Ontario,18-24,12/10/2023
C01840,BC,45-54,5/20/2025
C01841,BC,55+,12/29/2023
C01842,Ontario,18-24,9/10/2023
C01843,Quebec,35-44,8/18/2024
C01844,Ontario,35-44,4/6/2024
C01845,Quebec,18-24,2/17/2024
C01846,Alberta,25-34,7/26/2023
C01847,Ontario,25-34,12/30/2024
C01848,BC,25-34,1/16/2024
C01849,Quebec,35-44,1/12/2023
C01850,Ontario,35-44,11/22/2024
C01851,Ontario,18-24,5/17/2024
C01852,Manitoba,55+,8/3/2023
C01853,BC,25-34,2/2/2023
C01854,Quebec,55+,2/13/2024
C01855,BC,35-44,6/13/2025
C01856,Quebec,35-44,5/25/2023
C01857,Alberta,45-54,6/9/2023
C01858,Manitoba,45-54,3/27/2023
C01859,Alberta,25-34,2/3/2023
C01860,Ontario,35-44,12/24/2023
C01861,BC,25-34,4/4/2024
C01862,Ontario,25-34,1/20/2024
C01863,BC,18-24,12/1/2023
C01864,Manitoba,25-34,7/8/2023
C01865,Ontario,18-24,12/22/2024
C01866,Ontario,25-34,9/12/2024
C01867,BC,18-24,1/13/2024
C01868,Ontario,25-34,12/2/2024
C01869,BC,45-54,2/6/2023
C01870,Quebec,45-54,11/17/2023
C01871,Ontario,18-24,5/10/2023
C01872,Alberta,35-44,4/10/2023
C01873,Ontario,35-44,6/11/2024
C01874,Ontario,35-44,11/25/2024
C01875,Quebec,35-44,3/30/2023
C01876,Ontario,18-24,2/12/2023
C01877,Quebec,35-44,3/25/2023
C01878,Alberta,25-34,5/27/2025
C01879,Alberta,35-44,2/6/2025
C01880,Quebec,35-44,11/19/2024
C01881,Ontario,18-24,10/19/2024
C01882,BC,25-34,6/10/2023
C01883,Quebec,25-34,4/18/2024
C01884,Ontario,45-54,5/20/2024
C01885,Ontario,55+,9/9/2023
C01886,Alberta,25-34,2/3/2024
C01887,Ontario,35-44,5/1/2024
C01888,Ontario,18-24,8/7/2023
C01889,Alberta,25-34,4/12/2025
C01890,Alberta,18-24,1/14/2025
C01891,Quebec,35-44,12/27/2024
C01892,Quebec,55+,7/5/2023
C01893,BC,45-54,2/14/2024
C01894,Ontario,25-34,10/19/2023
C01895,BC,35-44,5/10/2023
C01896,BC,55+,9/7/2024
C01897,Quebec,18-24,8/25/2023
C01898,Ontario,25-34,3/27/2023
C01899,BC,18-24,4/24/2023
C01900,Ontario,35-44,4/14/2024
C01901,Quebec,45-54,1/11/2025
C01902,Alberta,25-34,6/24/2023
C01903,Ontario,25-34,2/12/2024
C01904,BC,25-34,4/1/2023
C01905,Alberta,35-44,4/4/2025
C01906,Alberta,18-24,4/19/2025
C01907,Ontario,25-34,11/29/2023
C01908,Ontario,18-24,7/11/2023
C01909,Ontario,18-24,5/18/2025
C01910,Ontario,45-54,7/24/2023
C01911,Quebec,25-34,11/25/2023
C01912,Ontario,25-34,11/6/2024
C01913,Ontario,35-44,4/21/2024
C01914,BC,25-34,1/22/2023
C01915,Ontario,25-34,1/24/2025
C01916,Ontario,25-34,6/24/2025
C01917,Ontario,45-54,7/6/2024
C01918,Alberta,18-24,2/10/2023
C01919,Quebec,35-44,5/28/2025
C01920,Ontario,45-54,9/5/2024
C01921,Ontario,45-54,10/14/2024
C01922,Manitoba,25-34,6/6/2025
C01923,Ontario,35-44,2/5/2023
C01924,Alberta,18-24,8/13/2023
C01925,BC,25-34,7/11/2023
C01926,Quebec,25-34,3/19/2025
C01927,Quebec,18-24,3/13/2025
C01928,BC,18-24,12/2/2024
C01929,Ontario,45-54,10/22/2024
C01930,Ontario,25-34,5/29/2024
C01931,Alberta,55+,7/15/2023
C01932,Quebec,18-24,5/3/2024
C01933,Manitoba,35-44,7/21/2023
C01934,Ontario,35-44,3/9/2024
C01935,BC,35-44,4/14/2025
C01936,Manitoba,35-44,9/1/2023
C01937,Ontario,18-24,2/8/2025
C01938,Ontario,25-34,3/10/2023
C01939,Manitoba,45-54,9/3/2024
C01940,BC,35-44,2/2/2025
C01941,Ontario,25-34,6/8/2025
C01942,Ontario,18-24,12/3/2023
C01943,Alberta,35-44,7/25/2024
C01944,Ontario,45-54,4/5/2023
C01945,Quebec,25-34,9/8/2023
C01946,Ontario,55+,4/22/2025
C01947,Ontario,25-34,11/12/2023
C01948,Ontario,35-44,4/10/2024
C01949,Quebec,25-34,9/13/2023
C01950,BC,35-44,1/29/2024
C01951,Quebec,25-34,4/8/2023
C01952,Ontario,25-34,5/25/2024
C01953,Alberta,55+,4/30/2024
C01954,BC,35-44,10/25/2023
C01955,Alberta,18-24,1/29/2024
C01956,BC,25-34,2/12/2025
C01957,Quebec,25-34,3/22/2023
C01958,BC,18-24,4/18/2025
C01959,Alberta,35-44,6/21/2023
C01960,Alberta,25-34,5/8/2025
C01961,Ontario,18-24,7/14/2023
C01962,Alberta,25-34,5/13/2023
C01963,Ontario,25-34,8/6/2024
C01964,Ontario,45-54,6/4/2025
C01965,Alberta,25-34,1/11/2024
C01966,Alberta,45-54,4/2/2023
C01967,Quebec,35-44,4/23/2023
C01968,Alberta,35-44,4/3/2024
C01969,BC,35-44,11/26/2024
C01970,BC,35-44,3/26/2024
C01971,BC,25-34,4/16/2024
C01972,BC,25-34,1/9/2023
C01973,Quebec,25-34,2/17/2024
C01974,Quebec,35-44,8/31/2023
C01975,Ontario,35-44,6/29/2023
C01976,BC,25-34,11/11/2023
C01977,Ontario,25-34,2/3/2023
C01978,BC,25-34,4/4/2025
C01979,Ontario,18-24,8/10/2024
C01980,Ontario,45-54,2/10/2023
C01981,Ontario,45-54,1/16/2024
C01982,BC,18-24,2/1/2025
C01983,Quebec,45-54,4/19/2024
C01984,Manitoba,25-34,8/22/2023
C01985,BC,35-44,9/4/2023
C01986,Quebec,35-44,7/11/2024
C01987,BC,35-44,5/21/2024
C01988,BC,35-44,7/28/2024
C01989,BC,25-34,4/5/2025
C01990,Ontario,25-34,12/28/2024
C01991,BC,25-34,2/19/2023
C01992,Ontario,55+,2/3/2025
C01993,BC,18-24,6/9/2024
C01994,Ontario,45-54,6/13/2023
C01995,Ontario,25-34,3/6/2023
C01996,Quebec,35-44,11/23/2023
C01997,BC,25-34,5/16/2023
C01998,Ontario,18-24,3/7/2025
C01999,Ontario,45-54,5/30/2023
C02000,BC,18-24,9/27/2024
C02001,BC,45-54,6/7/2024
C02002,Quebec,35-44,5/10/2025
C02003,Alberta,35-44,7/23/2024
C02004,Ontario,25-34,1/4/2024
C02005,Quebec,35-44,2/13/2025
C02006,Ontario,45-54,10/31/2024
C02007,Ontario,25-34,6/13/2024
C02008,Ontario,45-54,5/13/2024
C02009,Ontario,35-44,9/13/2023
C02010,Ontario,25-34,8/9/2024
C02011,BC,45-54,11/23/2024
C02012,BC,25-34,4/12/2023
C02013,Ontario,45-54,3/15/2023
C02014,BC,25-34,1/13/2024
C02015,BC,35-44,4/19/2024
C02016,Ontario,35-44,10/15/2023
C02017,Alberta,25-34,10/5/2023
C02018,Ontario,45-54,3/18/2023
C02019,Alberta,25-34,1/28/2025
C02020,Ontario,45-54,1/11/2025
C02021,BC,35-44,5/26/2025
C02022,BC,18-24,4/30/2023
C02023,Ontario,25-34,2/10/2023
C02024,Quebec,45-54,2/20/2025
C02025,Ontario,25-34,10/13/2024
C02026,Ontario,35-44,2/24/2023
C02027,Ontario,25-34,8/7/2023
C02028,Ontario,25-34,5/31/2023
C02029,BC,45-54,3/10/2024
C02030,BC,25-34,5/10/2023
C02031,Quebec,35-44,1/15/2024
C02032,Ontario,25-34,9/6/2024
C02033,Ontario,25-34,9/29/2023
C02034,Alberta,45-54,5/20/2024
C02035,Ontario,18-24,6/18/2024
C02036,BC,35-44,6/4/2023
C02037,Quebec,25-34,11/22/2024
C02038,Ontario,18-24,8/5/2024
C02039,Ontario,18-24,4/8/2024
C02040,BC,35-44,5/1/2024
C02041,BC,25-34,5/19/2023
C02042,Quebec,35-44,5/22/2023
C02043,Manitoba,25-34,7/18/2023
C02044,Ontario,45-54,8/23/2024
C02045,Ontario,35-44,5/19/2023
C02046,Quebec,35-44,3/23/2025
C02047,Quebec,45-54,6/28/2024
C02048,Quebec,35-44,8/12/2023
C02049,Quebec,45-54,12/27/2023
C02050,BC,45-54,4/26/2023
C02051,Quebec,45-54,1/20/2023
C02052,Manitoba,25-34,11/20/2023
C02053,BC,45-54,2/6/2023
C02054,Alberta,25-34,7/27/2024
C02055,Alberta,25-34,1/15/2024
C02056,Alberta,25-34,2/21/2024
C02057,BC,35-44,4/18/2023
C02058,BC,25-34,3/27/2023
C02059,Alberta,25-34,10/19/2023
C02060,BC,35-44,9/20/2024
C02061,Quebec,25-34,6/15/2025
C02062,Quebec,25-34,3/1/2024
C02063,BC,35-44,11/27/2024
C02064,Ontario,35-44,1/26/2024
C02065,BC,45-54,3/13/2023
C02066,Alberta,45-54,7/19/2023
C02067,Ontario,25-34,3/31/2023
C02068,Quebec,25-34,1/13/2025
C02069,Alberta,35-44,5/19/2024
C02070,Alberta,25-34,4/14/2025
C02071,Alberta,55+,7/7/2023
C02072,Ontario,18-24,12/11/2024
C02073,BC,35-44,4/5/2023
C02074,Ontario,35-44,5/20/2025
C02075,Manitoba,55+,1/18/2023
C02076,Ontario,45-54,10/20/2024
C02077,Quebec,45-54,6/18/2024
C02078,BC,55+,10/26/2023
C02079,Ontario,25-34,8/6/2023
C02080,Alberta,25-34,6/3/2024
C02081,Ontario,25-34,7/25/2024
C02082,Ontario,45-54,10/29/2024
C02083,Ontario,35-44,3/5/2024
C02084,Ontario,35-44,5/21/2024
C02085,Alberta,18-24,5/21/2023
C02086,Manitoba,18-24,7/2/2023
C02087,Quebec,18-24,1/22/2024
C02088,Alberta,35-44,6/18/2024
C02089,Quebec,25-34,11/28/2023
C02090,Ontario,35-44,6/17/2024
C02091,Alberta,25-34,10/18/2023
C02092,Ontario,25-34,10/4/2024
C02093,Alberta,18-24,3/30/2025
C02094,BC,45-54,2/12/2023
C02095,Ontario,35-44,8/31/2024
C02096,BC,35-44,5/16/2024
C02097,BC,35-44,3/26/2025
C02098,Quebec,25-34,4/1/2023
C02099,Quebec,18-24,2/3/2025
C02100,Quebec,45-54,1/26/2023
C02101,BC,45-54,4/15/2025
C02102,Alberta,25-34,1/17/2025
C02103,Quebec,25-34,9/24/2024
C02104,Quebec,25-34,5/11/2025
C02105,Ontario,18-24,1/8/2024
C02106,Ontario,35-44,6/29/2023
C02107,Quebec,25-34,12/16/2023
C02108,Alberta,55+,3/21/2025
C02109,Ontario,18-24,6/2/2025
C02110,Alberta,25-34,10/11/2023
C02111,Quebec,55+,10/31/2023
C02112,Alberta,35-44,11/22/2024
C02113,Quebec,25-34,4/26/2025
C02114,Quebec,25-34,1/16/2024
C02115,Ontario,18-24,2/25/2024
C02116,Ontario,45-54,5/31/2023
C02117,Ontario,25-34,11/24/2024
C02118,BC,55+,8/2/2024
C02119,Quebec,25-34,2/6/2025
C02120,Manitoba,55+,4/27/2023
C02121,BC,45-54,12/5/2023
C02122,Ontario,25-34,7/30/2024
C02123,BC,25-34,3/14/2025
C02124,BC,55+,11/13/2024
C02125,Manitoba,35-44,6/9/2025
C02126,BC,45-54,7/19/2024
C02127,Quebec,35-44,5/5/2024
C02128,Alberta,18-24,8/19/2024
C02129,Alberta,45-54,6/2/2024
C02130,BC,35-44,4/18/2024
C02131,Ontario,35-44,7/31/2023
C02132,Quebec,35-44,6/16/2025
C02133,Quebec,25-34,5/6/2025
C02134,Ontario,45-54,1/19/2025
C02135,Ontario,25-34,7/17/2023
C02136,Alberta,35-44,1/30/2023
C02137,Quebec,25-34,5/18/2025
C02138,Ontario,35-44,5/14/2025
C02139,Ontario,25-34,10/29/2024
C02140,BC,25-34,12/16/2023
C02141,Quebec,25-34,9/30/2024
C02142,Ontario,18-24,11/26/2024
